EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x6085,450 + 595 + 307 = x6085,1352,12269,The equestrian vexed the physiologist when the hostess served the tea the guest and the undergraduate befriended the mayor.,Did the hostess serve the guest the tea?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6086,524 + 962 + 456 = x6086,1942,12269,The equestrian vexed the physiologist when the hostess served the tea the guest and the undergraduate befriended the mayor.,Did the hostess serve the guest the tea?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6088,504 + 605 + 353 = x6088,1462,12270,The parent complimented the outsider when the teacher arranged the desks the students but the invalid tested the go-between.,Did the teacher arrange the students the desks?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6089,747 + 727 + 183 = x6089,1657,12270,The parent complimented the outsider when the teacher arranged the desks the students but the invalid tested the go-between.,Did the teacher arrange the students the desks?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6091,404 + 785 + 446 = x6091,1635,12271,The sentry excused the neurologist when the carpenter assembled the dollhouse the children because the prosecutor dazzled the nominee.,Did the carpenter assemble the children the dollhouse?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6092,477 + 175 + 833 = x6092,1485,12271,The sentry excused the neurologist when the carpenter assembled the dollhouse the children because the prosecutor dazzled the nominee.,Did the carpenter assemble the children the dollhouse?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6094,800 + 695 + 320 = x6094,1815,12272,The warlord affronted the patron when the baker baked the cookies the friends after the football exhausted the commentator.,Did the baker bake the friends the cookies?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6095,877 + 418 + 551 = x6095,1846,12272,The warlord affronted the patron when the baker baked the cookies the friends after the football exhausted the commentator.,Did the baker bake the friends the cookies?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6097,454 + 852 + 563 = x6097,1869,12273,The petitioner aggravated the commander because the clerk booked the room the tourists and the chiseler intimidated the umpire.,Did the clerk book the tourists the room?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6098,392 + 909 + 615 = x6098,1916,12273,The petitioner aggravated the commander because the clerk booked the room the tourists and the chiseler intimidated the umpire.,Did the clerk book the tourists the room?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6100,683 + 720 + 958 = x6100,2361,12274,The wholesaler derided the upholsterer because the chef boiled the water the cat but the running wounded the brewer.,Did the chef boil the cat the water?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6101,169 + 843 + 163 = x6101,1175,12274,The wholesaler derided the upholsterer because the chef boiled the water the cat but the running wounded the brewer.,Did the chef boil the cat the water?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6103,235 + 101 + 861 = x6103,1197,12275,The underwriter reimbursed the translator because the architect built the treehouse the family when the opportunist agitated the italian.,Did the architect build the family the treehouse?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6104,388 + 494 + 239 = x6104,1121,12275,The underwriter reimbursed the translator because the architect built the treehouse the family when the opportunist agitated the italian.,Did the architect build the family the treehouse?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6106,890 + 468 + 519 = x6106,1877,12276,The roadworker presented the quarterback because the uncle bought the toy the nephew after the panhandler rushed the solicitor.,Did the uncle buy the nephew the toy?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6107,746 + 504 + 916 = x6107,2166,12276,The roadworker presented the quarterback because the uncle bought the toy the nephew after the panhandler rushed the solicitor.,Did the uncle buy the nephew the toy?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6109,849 + 784 + 919 = x6109,2552,12277,The stenographer raved the tramp after the artist carved the sculpture the kids and the motorcyclist notified the barrister.,Did the artist carve the kids the sculpture?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6110,532 + 257 + 150 = x6110,939,12277,The stenographer raved the tramp after the artist carved the sculpture the kids and the motorcyclist notified the barrister.,Did the artist carve the kids the sculpture?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6112,262 + 957 + 260 = x6112,1479,12278,The rancher ruined the anesthesiologist after the cashier cashed the check the customer but the trendsetter lauded the infantryman.,Did the cashier cash the customer the check?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6113,446 + 908 + 299 = x6113,1653,12278,The rancher ruined the anesthesiologist after the cashier cashed the check the customer but the trendsetter lauded the infantryman.,Did the cashier cash the customer the check?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6115,148 + 225 + 640 = x6115,1013,12279,The rustler poisoned the know-it-all after the boy caught the ball the dog because the cartographer perplexed the workaholic.,Did the boy catch the dog the ball?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6116,958 + 865 + 360 = x6116,2183,12279,The rustler poisoned the know-it-all after the boy caught the ball the dog because the cartographer perplexed the workaholic.,Did the boy catch the dog the ball?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6118,450 + 170 + 780 = x6118,1400,12280,The cowboy overcharged the sentry after the team chartered the bus the travelers when the maniac begrudged the counterfeiter.,Did the team charter the travelers the bus?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6119,706 + 330 + 577 = x6119,1613,12280,The cowboy overcharged the sentry after the team chartered the bus the travelers when the maniac begrudged the counterfeiter.,Did the team charter the travelers the bus?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6121,370 + 538 + 469 = x6121,1377,12281,The taxpayer placated the auctioneer and the champion fighted the hypnotist but the maid cleaned the rooms the siblings.,Did the maid clean the siblings the rooms?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6122,657 + 595 + 859 = x6122,2111,12281,The taxpayer placated the auctioneer and the champion fighted the hypnotist but the maid cleaned the rooms the siblings.,Did the maid clean the siblings the rooms?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6124,204 + 504 + 176 = x6124,884,12282,The respondent insulted the nobleman and the fanatic eyed the russian when the researcher compiled the report the team.,Did the researcher compile the team the report?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6125,251 + 605 + 927 = x6125,1783,12282,The respondent insulted the nobleman and the fanatic eyed the russian when the researcher compiled the report the team.,Did the researcher compile the team the report?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6127,609 + 338 + 854 = x6127,1801,12283,The herder sighted the watchmaker and the security compensated the residents because the chef cooked the dinner the family.,Did the chef cook the family the dinner?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6128,110 + 276 + 113 = x6128,499,12283,The herder sighted the watchmaker and the security compensated the residents because the chef cooked the dinner the family.,Did the chef cook the family the dinner?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6130,195 + 651 + 915 = x6130,1761,12284,The surgeon intrigued the flutist and the rustler mollified the homeless after the tailor cut the fabric the friend.,Did the tailor cut the friend the fabric?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6131,967 + 318 + 857 = x6131,2142,12284,The surgeon intrigued the flutist and the rustler mollified the homeless after the tailor cut the fabric the friend.,Did the tailor cut the friend the fabric?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6133,405 + 729 + 229 = x6133,1363,12285,The intermediary judged the obstetrician but the candidate isolated the wizard and the designer designed the website the brother.,Did the designer design the brother the website?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6134,275 + 345 + 246 = x6134,866,12285,The intermediary judged the obstetrician but the candidate isolated the wizard and the designer designed the website the brother.,Did the designer design the brother the website?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6136,160 + 558 + 764 = x6136,1482,12286,The midwife avoided the jeweler but the stuntman asked the pastor when the engineers developed the software the company.,Did the engineers develop the company the software?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6137,273 + 223 + 643 = x6137,1139,12286,The midwife avoided the jeweler but the stuntman asked the pastor when the engineers developed the software the company.,Did the engineers develop the company the software?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
x6139,667 + 683 + 867 = x6139,2217,12287,The watchman peeved the character but the thug hounded the healer because the employee earned the bonus the colleague.,Did the employee earn the colleague the bonus?,No,third,three,BenefactiveDoubleObjectConstruction,implausible
