Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
K,7821,The 7 lineman + filmed 5 the = paleontologist x561 and 6 the + wall 5 kicked = the x562 guy 4 but + the 4 surgeon = flustered x563 the 1 gallery.,The,7,lineman,+,filmed,5,the,=,paleontologist,x561,and,6,the,+,wall,5,kicked,=,the,x562,guy,4,but,+,the,4,surgeon,=,flustered,x563,the,1,gallery.,*,*,*,*,*,*,*,*,Did the wall kick the guy?,J,second,three,Transitive,implausible,61,1digit_2addition,noisy-single
K,7822,The veteran provoked the skier and the door knocked the student when the train cited the commoner.,The,veteran,provoked,the,skier,and,the,door,knocked,the,student,when,the,train,cited,the,commoner.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the door knock the student?,J,second,three,Transitive,implausible,62,1digit_2addition,single
K,7841,The 3 patron + interviewed 1 the = trespasser x641 and 7 the + envoy 9 reassured = the x642 capitalist 2 but + the 1 engine = was x643 assembled 6 by + the 1 mechanic.,The,3,patron,+,interviewed,1,the,=,trespasser,x641,and,7,the,+,envoy,9,reassured,=,the,x642,capitalist,2,but,+,the,1,engine,=,was,x643,assembled,6,by,+,the,1,mechanic.,*,*,*,*,Was the engine assembled by the mechanic?,J,third,three,Passive,plausible,81,1digit_2addition,dual
K,7842,The 6 broker + accused 8 the = prince x645 and 5 the + instrumentalist 6 scorned = the x646 pensioner 5 when + the 4 wire = was x647 bent 9 by + the 9 tailor.,The,6,broker,+,accused,8,the,=,prince,x645,and,5,the,+,instrumentalist,6,scorned,=,the,x646,pensioner,5,when,+,the,4,wire,=,was,x647,bent,9,by,+,the,9,tailor.,*,*,*,*,Was the wire bent by the tailor?,J,third,three,Passive,plausible,82,1digit_2addition,noisy-single
K,7861,The ball was kicked by the player and the art hosted the doorman but the academic ignored the dean.,The,ball,was,kicked,by,the,player,and,the,art,hosted,the,doorman,but,the,academic,ignored,the,dean.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the ball kicked by the player?,J,first,three,Passive,plausible,101,1digit_2addition,single
K,11782,The 9 psychologist + eyed 7 the = linguist x6185 and 2 the + burglar 4 was = knocked x6186 by 5 the + door 8 when = the x6187 chiseler 7 harassed + the 7 petitioner.,The,9,psychologist,+,eyed,7,the,=,linguist,x6185,and,2,the,+,burglar,4,was,=,knocked,x6186,by,5,the,+,door,8,when,=,the,x6187,chiseler,7,harassed,+,the,7,petitioner.,*,*,*,*,Was the door knocked by the burglar?,F,second,three,Passive,implausible,102,1digit_2addition,dual
K,11801,The 5 regular + singed 3 the = lithographer x6261 and 6 the + refugee 8 begrudged = the x6262 geneticist 4 but + the 4 carpenter = was x6263 assembled 7 by + the 9 bookshelf.,The,5,regular,+,singed,3,the,=,lithographer,x6261,and,6,the,+,refugee,8,begrudged,=,the,x6262,geneticist,4,but,+,the,4,carpenter,=,was,x6263,assembled,7,by,+,the,9,bookshelf.,*,*,*,*,Was the bookshelf assembled by the carpenter?,F,third,three,Passive,implausible,121,1digit_2addition,noisy-single
K,11802,The heretic humiliated the outsider and the upholsterer tested the respondent when the instructor was bent by the mat.,The,heretic,humiliated,the,outsider,and,the,upholsterer,tested,the,respondent,when,the,instructor,was,bent,by,the,mat.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the mat bent by the instructor?,F,third,three,Passive,implausible,122,1digit_2addition,single
K,11741,The 3 invader + suspected 2 the = authorities x6021 and 8 the + soundman 7 neglected = the x6022 yardman 5 but + the 5 door = was x6023 kicked 9 by + the 3 guy.,The,3,invader,+,suspected,2,the,=,authorities,x6021,and,8,the,+,soundman,7,neglected,=,the,x6022,yardman,5,but,+,the,5,door,=,was,x6023,kicked,9,by,+,the,3,guy.,*,*,*,*,Was the guy kicked by the door?,F,third,three,Passive,plausible,141,1digit_2addition,dual
K,11742,The 9 milkman + distressed 1 the = russian x6025 and 4 the + traditionalist 8 enraged = the x6026 wizard 1 when + the 7 door = was x6027 knocked 8 by + the 4 student.,The,9,milkman,+,distressed,1,the,=,russian,x6025,and,4,the,+,traditionalist,8,enraged,=,the,x6026,wizard,1,when,+,the,7,door,=,was,x6027,knocked,8,by,+,the,4,student.,*,*,*,*,Was the student knocked by the door?,F,third,three,Passive,plausible,142,1digit_2addition,noisy-single
K,11841,The patriot hounded the astronaut and the manager allocated the employees the tasks but the camper begrudged the matador.,The,patriot,hounded,the,astronaut,and,the,manager,allocated,the,employees,the,tasks,but,the,camper,begrudged,the,matador.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the tasks the employees?,F,second,three,DoubleObjectConstruction,plausible,161,1digit_2addition,single
K,8082,The 6 clarinetist + cited 6 the = merchant x1605 and 5 the + shepherd 1 scorned = the x1606 butler 3 when + the 4 lady = assigned x1607 the 2 project + the 5 assistant.,The,6,clarinetist,+,cited,6,the,=,merchant,x1605,and,5,the,+,shepherd,1,scorned,=,the,x1606,butler,3,when,+,the,4,lady,=,assigned,x1607,the,2,project,+,the,5,assistant.,*,*,*,*,Did the lady assign the project the assistant?,J,third,three,DoubleObjectConstruction,implausible,162,1digit_2addition,dual
K,8101,The 8 borrower + owed 6 the = money x1681 the 2 lender + and 2 the = lineman x1682 choked 7 the + auctioneer 4 but = the x1683 litigator 3 bullied + the 6 psychologist.,The,8,borrower,+,owed,6,the,=,money,x1681,the,2,lender,+,and,2,the,=,lineman,x1682,choked,7,the,+,auctioneer,4,but,=,the,x1683,litigator,3,bullied,+,the,6,psychologist.,*,*,*,*,Did the borrower owe the money the lender?,J,first,three,DoubleObjectConstruction,implausible,181,1digit_2addition,noisy-single
K,8102,The student passed the assignment the teacher and the scoundrel mortified the quarterback when the trumpeter charmed the climber.,The,student,passed,the,assignment,the,teacher,and,the,scoundrel,mortified,the,quarterback,when,the,trumpeter,charmed,the,climber.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the assignment the teacher?,J,first,three,DoubleObjectConstruction,implausible,182,1digit_2addition,single
K,8041,The 4 manager + allocated 2 the = department x1441 the 4 budget + and 9 the = neurologist x1442 plagiarized 8 the + newswoman 5 but = the x1443 mariner 6 quized + the 2 husband.,The,4,manager,+,allocated,2,the,=,department,x1441,the,4,budget,+,and,9,the,=,neurologist,x1442,plagiarized,8,the,+,newswoman,5,but,=,the,x1443,mariner,6,quized,+,the,2,husband.,*,*,*,*,Did the manager allocate the department the budget?,J,first,three,DoubleObjectConstruction,plausible,201,1digit_2addition,dual
K,8042,The 5 teacher + assigned 3 the = students x1445 the 5 homework + and 1 the = typesetter x1446 befuddled 1 the + intruder 4 when = the x1447 supplier 7 plagiarized + the 9 benefactor.,The,5,teacher,+,assigned,3,the,=,students,x1445,the,5,homework,+,and,1,the,=,typesetter,x1446,befuddled,1,the,+,intruder,4,when,=,the,x1447,supplier,7,plagiarized,+,the,9,benefactor.,*,*,*,*,Did the teacher assign the students the homework?,J,first,three,DoubleObjectConstruction,plausible,202,1digit_2addition,noisy-single
K,8061,The physiologist insulted the flutist and the debtor owed the creditor the debt but the missionary deceived the steelworker.,The,physiologist,insulted,the,flutist,and,the,debtor,owed,the,creditor,the,debt,but,the,missionary,deceived,the,steelworker.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the creditor the debt?,J,second,three,DoubleObjectConstruction,plausible,221,1digit_2addition,single
K,11982,The 9 stranger + shamed 9 the = proctor x6985 and 5 the + realtor 5 buged = the x6986 user 3 when + the 4 student = passed x6987 the 2 note + the 3 classmate.,The,9,stranger,+,shamed,9,the,=,proctor,x6985,and,5,the,+,realtor,5,buged,=,the,x6986,user,3,when,+,the,4,student,=,passed,x6987,the,2,note,+,the,3,classmate.,*,*,*,*,Did the student pass the classmate the note?,F,third,three,DoubleObjectConstruction,implausible,222,1digit_2addition,dual
K,12081,The 3 manservant + approved 4 the = partner x7381 and 1 the + manager 1 allocated = the x7382 employees 1 to + the 6 tasks = but x7383 the 1 residents + neglected 5 the = undergraduate.,The,3,manservant,+,approved,4,the,=,partner,x7381,and,1,the,+,manager,1,allocated,=,the,x7382,employees,1,to,+,the,6,tasks,=,but,x7383,the,1,residents,+,neglected,5,the,=,undergraduate.,*,*,Did the manager allocate the tasks to the employees?,F,second,three,DativeConstruction,implausible,241,1digit_2addition,noisy-single
K,12082,The oracle squeezed the nobleman and the lady assigned the assistant to the project  when the dairyman troubled the protagonist.,The,oracle,squeezed,the,nobleman,and,the,lady,assigned,the,assistant,to,the,project,when,the,dairyman,troubled,the,protagonist.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the lady assign the project to the assistant?,F,second,three,DativeConstruction,implausible,242,1digit_2addition,single
K,12021,The 3 geographer + heared 8 the = clown x7141 and 5 the + borrower 4 owed = the x7142 money 8 to + the 8 lender = but x7143 the 4 general + appeased 9 the = webmaster.,The,3,geographer,+,heared,8,the,=,clown,x7141,and,5,the,+,borrower,4,owed,=,the,x7142,money,8,to,+,the,8,lender,=,but,x7143,the,4,general,+,appeased,9,the,=,webmaster.,*,*,Did the borrower owe the lender to the money?,F,second,three,DativeConstruction,plausible,261,1digit_2addition,dual
K,12022,The 9 panhandler + choked 5 the = communist x7145 and 6 the + student 7 passed = the x7146 assignment 2 to + the 5 teacher = when x7147 the 8 liberal + overcharged 2 the = sportscaster.,The,9,panhandler,+,choked,5,the,=,communist,x7145,and,6,the,+,student,7,passed,=,the,x7146,assignment,2,to,+,the,5,teacher,=,when,x7147,the,8,liberal,+,overcharged,2,the,=,sportscaster.,*,*,Did the student pass the teacher to the assignment?,F,second,three,DativeConstruction,plausible,262,1digit_2addition,noisy-single
K,12041,The embezzler beged the murderer and the playwright charmed the patent but the manager allocated the budget to the department.,The,embezzler,beged,the,murderer,and,the,playwright,charmed,the,patent,but,the,manager,allocated,the,budget,to,the,department.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the department to the budget?,F,third,three,DativeConstruction,plausible,281,1digit_2addition,single
K,8282,The 2 teacher + assigned 5 the = students x2425 to 2 the + homework 2 and = the x2426 russian 9 derided + the 3 conservator = when x2427 the 7 strategist + mollified 7 the = extremist.,The,2,teacher,+,assigned,5,the,=,students,x2425,to,2,the,+,homework,2,and,=,the,x2426,russian,9,derided,+,the,3,conservator,=,when,x2427,the,7,strategist,+,mollified,7,the,=,extremist.,*,*,Did the teacher assign the students to the homework?,J,first,three,DativeConstruction,implausible,282,1digit_2addition,dual
K,8301,The 3 jeweler + avoided 3 the = hotelier x2501 and 3 the + debtor 8 owed = the x2502 creditor 9 to + the 4 debt = but x2503 the 8 bricklayer + eyed 2 the = train.,The,3,jeweler,+,avoided,3,the,=,hotelier,x2501,and,3,the,+,debtor,8,owed,=,the,x2502,creditor,9,to,+,the,4,debt,=,but,x2503,the,8,bricklayer,+,eyed,2,the,=,train.,*,*,Did the debtor owe the creditor to the debt?,J,second,three,DativeConstruction,implausible,301,1digit_2addition,noisy-single
K,8302,The housemaid applauded the vagrant and the student passed the classmate to the note  when the columnist tickled the pastor.,The,housemaid,applauded,the,vagrant,and,the,student,passed,the,classmate,to,the,note,when,the,columnist,tickled,the,pastor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the classmate to the note?,J,second,three,DativeConstruction,implausible,302,1digit_2addition,single
K,8321,The 8 invader + judged 2 the = bassist x2581 and 9 the + typist 2 fighted = the x2582 dane 7 but + the 4 chef = baked x2583 the 4 child + the 1 cookies.,The,8,invader,+,judged,2,the,=,bassist,x2581,and,9,the,+,typist,2,fighted,=,the,x2582,dane,7,but,+,the,4,chef,=,baked,x2583,the,4,child,+,the,1,cookies.,*,*,*,*,Did the chef bake the child the cookies?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,321,1digit_2addition,dual
K,8322,The 1 showman + advised 9 the = pacifist x2585 and 1 the + housemaid 2 healed = the x2586 hippie 7 when + the 2 agent = booked x2587 the 2 traveler + the 8 flight.,The,1,showman,+,advised,9,the,=,pacifist,x2585,and,1,the,+,housemaid,2,healed,=,the,x2586,hippie,7,when,+,the,2,agent,=,booked,x2587,the,2,traveler,+,the,8,flight.,*,*,*,*,Did the agent book the traveler the flight?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,322,1digit_2addition,noisy-single
K,8341,The thief stole the criminal the item and the plumber sickened the procrastinator but the football backed the machinist.,The,thief,stole,the,criminal,the,item,and,the,plumber,sickened,the,procrastinator,but,the,football,backed,the,machinist.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the thief steal the criminal the item?,J,first,three,BenefactiveDoubleObjectConstruction,plausible,341,1digit_2addition,single
K,12262,The 9 veteran + vexed 4 the = performer x8125 and 4 the + roommate 2 washed = the x8126 dish 8 the + friend 2 when = the x8127 extremist 3 undermined + the 1 songwriter.,The,9,veteran,+,vexed,4,the,=,performer,x8125,and,4,the,+,roommate,2,washed,=,the,x8126,dish,8,the,+,friend,2,when,=,the,x8127,extremist,3,undermined,+,the,1,songwriter.,*,*,*,*,Did the roommate wash the friend the dish?,F,second,three,BenefactiveDoubleObjectConstruction,implausible,342,1digit_2addition,dual
K,12281,The 5 taxpayer + placated 8 the = auctioneer x8201 and 1 the + champion 4 fighted = the x8202 hypnotist 6 but + the 8 maid = cleaned x8203 the 3 rooms + the 8 siblings.,The,5,taxpayer,+,placated,8,the,=,auctioneer,x8201,and,1,the,+,champion,4,fighted,=,the,x8202,hypnotist,6,but,+,the,8,maid,=,cleaned,x8203,the,3,rooms,+,the,8,siblings.,*,*,*,*,Did the maid clean the siblings the rooms?,F,third,three,BenefactiveDoubleObjectConstruction,implausible,361,1digit_2addition,noisy-single
K,12282,The respondent insulted the nobleman and the fanatic eyed the russian when the researcher compiled the report the team.,The,respondent,insulted,the,nobleman,and,the,fanatic,eyed,the,russian,when,the,researcher,compiled,the,report,the,team.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the researcher compile the team the report?,F,third,three,BenefactiveDoubleObjectConstruction,implausible,362,1digit_2addition,single
K,12221,The 9 typist + seduced 6 the = dictator x7961 and 9 the + monk 6 invited = the x7962 hero 5 but + the 7 conservationist = saved x7963 the 9 squirrel + the 6 nuts.,The,9,typist,+,seduced,6,the,=,dictator,x7961,and,9,the,+,monk,6,invited,=,the,x7962,hero,5,but,+,the,7,conservationist,=,saved,x7963,the,9,squirrel,+,the,6,nuts.,*,*,*,*,Did the conservationist save the nuts the squirrel?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,381,1digit_2addition,dual
K,12222,The 4 idiot + spoted 3 the = investment x7965 and 6 the + spokesman 4 tickled = the x7966 landscaper 8 when + the 8 owner = secured x7967 the 5 dog + the 9 leash.,The,4,idiot,+,spoted,3,the,=,investment,x7965,and,6,the,+,spokesman,4,tickled,=,the,x7966,landscaper,8,when,+,the,8,owner,=,secured,x7967,the,5,dog,+,the,9,leash.,*,*,*,*,Did the owner secure the leash the dog?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,382,1digit_2addition,noisy-single
K,12321,The storyteller fascinated the golfer and the chef baked the cookies for the child but the trespasser fighted the idiot.,The,storyteller,fascinated,the,golfer,and,the,chef,baked,the,cookies,for,the,child,but,the,trespasser,fighted,the,idiot.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the chef bake the child for the cookies?,F,second,three,BenefactiveFor,plausible,401,1digit_2addition,single
K,8562,The 3 renegade + quized 1 the = chancellor x3545 and 4 the + interpreter 8 misleaded = the x3546 hippie 3 when + the 7 agent = booked x3547 the 3 traveler + for 5 the = flight.,The,3,renegade,+,quized,1,the,=,chancellor,x3545,and,4,the,+,interpreter,8,misleaded,=,the,x3546,hippie,3,when,+,the,7,agent,=,booked,x3547,the,3,traveler,+,for,5,the,=,flight.,*,*,Did the agent book the traveler for the flight?,J,third,three,BenefactiveFor,implausible,402,1digit_2addition,dual
K,8581,The 7 thief + stole 4 the = criminal x3621 for 4 the + item 3 and = the x3622 arbitrator 4 entertained + the 2 polygamist = but x3623 the 3 niece + presented 5 the = choreographer.,The,7,thief,+,stole,4,the,=,criminal,x3621,for,4,the,+,item,3,and,=,the,x3622,arbitrator,4,entertained,+,the,2,polygamist,=,but,x3623,the,3,niece,+,presented,5,the,=,choreographer.,*,*,Did the thief steal the criminal for the item?,J,first,three,BenefactiveFor,implausible,421,1digit_2addition,noisy-single
K,8582,The roommate washed the friend for the dish and the taxpayer noted the cat when the conservator provoked the trumpeter.,The,roommate,washed,the,friend,for,the,dish,and,the,taxpayer,noted,the,cat,when,the,conservator,provoked,the,trumpeter.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the roommate wash the friend for the dish?,J,first,three,BenefactiveFor,implausible,422,1digit_2addition,single
K,8521,The 8 maid + cleaned 9 the = rooms x3381 for 4 the + siblings 1 and = the x3382 countess 9 spoted + the 1 stableman = but x3383 the 7 lithographer + rejected 3 the = supplier.,The,8,maid,+,cleaned,9,the,=,rooms,x3381,for,4,the,+,siblings,1,and,=,the,x3382,countess,9,spoted,+,the,1,stableman,=,but,x3383,the,7,lithographer,+,rejected,3,the,=,supplier.,*,*,Did the maid clean the rooms for the siblings?,J,first,three,BenefactiveFor,plausible,441,1digit_2addition,dual
K,8522,The 5 researcher + compiled 1 the = report x3385 for 4 the + team 7 and = the x3386 conman 1 pated + the 4 parent = when x3387 the 2 niece + dazzled 1 the = fieldworker.,The,5,researcher,+,compiled,1,the,=,report,x3385,for,4,the,+,team,7,and,=,the,x3386,conman,1,pated,+,the,4,parent,=,when,x3387,the,2,niece,+,dazzled,1,the,=,fieldworker.,*,*,Did the researcher compile the report for the team?,J,first,three,BenefactiveFor,plausible,442,1digit_2addition,noisy-single
